text,topic
"Economics of NHL lockout The hockey league's labor deal expires at midnight tonight, and a work stoppage threatens the entire season.",Politics
Former private school teacher to face criminal charges in court Wednesday (Canadian Press) Canadian Press - TORONTO (CP) - A former Upper Canada College teacher made a brief court appearance Monday to face sexual assault charges.,Politics
"Candidates Spar After Contentious Debate ELYRIA, Ohio - President Bush and Sen. John Kerry, their animosity stirred by a contentious second debate, lit into each other over Iraq, jobs and debate performance on Saturday in critical battleground states...",Politics
"PM faces tough nut to crack in Brussels Prime Minister Recep Tayyip Erdogan and EU executives, when they meet in Brussels tomorrow, will test each other #39;s limits in a row over Turkey #39;s delay in reforming its penal code prompted by the premier #39;s insistence on criminalizing adultery.",Politics
"Wife of soldier sentenced in prison abuse scandal speaks out BALTIMORE - The wife of an Army reservist sentenced to prison for abusing prisoners in Iraq said she knows her husband was wrong, but she also blames higher-ranking officials who  quot;sit behind the curtains quot; for the abuse.",Politics
"Three survive 11 days under collapsed building Two adults and a three-year-old girl have been pulled out alive after 11 days buried under a collapsed two-storey building in the Philippines #39; storm-hit town of Real, the local military commander said.",Politics
"3 Russian officials charged with negligence in Beslan &lt;b&gt;...&lt;/b&gt; The Russian Prosecutor #39;s General Office has charged three officials in southern Russia for negligence in connection with the school hostage crisis in Beslan last month, the Itar-Tass new agency reported on Wednesday.",Politics
"US to support democracy WASHINGTON, Sept 18: The United States has said that it would reiterate its support for a  #39;fully functioning #39; democracy in Pakistan if the issue of President Pervez Musharraf keeping or giving ",Politics
"Indian PM announces troop reduction in Kashmir Indian Prime Minister Manmohan Singh has announced that the number of troops in insurgency-hit Kashmir will be reduced this winter in view of an  quot;improvement quot; there, a statement said.",Politics
"Ivan rips Caymans, aims toward Cuba PINAR DEL RIO, Cuba -- Hurricane Ivan, which has left at least 60 people dead in its devastating sweep across the Caribbean, battered the Cayman Islands yesterday and set its course toward Cuba, where authorities were girding for possibly the worst storm in living memory.",Politics
"Bedouins held in blasts at Egyptian resorts  TABA, Egypt -- Dozens of Bedouins have been detained on suspicion that they may have supplied explosives for car bomb attacks at two Egyptian resorts that killed at least 34 people, officials said yesterday.",Politics
"US Not Aiming to Topple N.Korean Regime-Report  TOKYO (Reuters) - The United States has decided to aim for  a gradual transformation in North Korea rather than seek to  topple North Korean leader Kim Jong-il's regime, a Japanese  newspaper said Saturday.",Politics
Putin Opines on Iraq Election Date (AP) AP - President Vladimir Putin said Tuesday he could not imagine how Iraqi elections scheduled for Jan. 30 could be held under current conditions.,Politics
"Burundi police fire tear gas at massacre protest BUJUMBURA, Aug 18 (Reuters) - Police in Burundi #39;s capital Bujumbura fired tear gas at crowds on Wednesday, protesting against the massacre of at least 160 Congolese Tutsis at a United Nations refugee camp in the west of the country. ",Politics
"French party's 'yes to EU treaty' France's Socialist Party votes ""yes"" in an internal vote on the European Constitution, party officials say.",Politics
EU Ministers Nix Punishment Proposal (AP) AP - European Union finance ministers gave a cold shoulder Saturday to France's contentious proposal to cut off development funds for EU newcomers unless they agree to stop luring Western companies  #151; and jobs  #151; with low tax rates.,Politics
Knesset heads towards Gaza vote The Israeli parliament is set for a second tempestuous day of debate ahead of a vote on whether to withdraw from the Gaza Strip. Monday saw Prime Minister Ariel Sharon urge the Knesset to back the planned ,Politics
"Europeans expect ""wounded"" Tiger to pounce at Ryder Cup (AFP) AFP - A Tiger Woods is never more dangerous than when he is wounded.",Politics
Bangladesh to ask Interpol to probe into grenade attack case The Bangladeshi government Thursday decided to seek help from International Criminal Police Organization (Interpol) to investigate the Aug. 21 grenade attackon opposition ,Politics
"Police arrest activists protesting against Shell in Nigerian oil city (AFP) AFP - Police in southern Nigeria arrested three activists of a minority rights group who were protesting against the activities of the Anglo-Dutch oil giant Shell, the group's spokesman said.",Politics
"US strike on Falluja  #39;kills 60 #39; A US air strike on a  quot;terrorist meeting site quot; in Falluja Thursday night killed approximately 60 foreign fighters with ties to known terrorist leader Abu Musab Al Zarqawi, the Coalition Press Information Center said.",Politics
Bomb blast shatters Baghdad cafe A powerful explosion kills six and injures at least 20 at a cafe in Baghdad popular with Iraqi police officers.,Politics
US Request For British Redeployment Poses Dilemma For London The United States has made a controversial request to Britain to re-deploy some of its troops in Iraq. The request would involve moving hundreds of British troops from their relatively calm zone in southern ,Politics
Daschle Bids Senate Democrats Goodbye (AP) AP - Tom Daschle bade his fellow Senate Democrats farewell Tuesday with a plea that they seek common ground with Republicans yet continue to fight for the less fortunate.,Politics
"Terror mystery haunts jet disasters Russian authorities struggled last night to explain how two passenger aircraft had apparently blown up simultaneously in midair on Tuesday night, killing all 89 people on board.",Politics
Warne breaks Test wickets record Tributes flow in for Australian Shane Warne after he becomes Test cricket's most prolific wicket-taker.,Politics
US firm gets two Iraqi contracts The US Agency for International Development awards American firm Louis Berger two Iraqi reconstruction contracts worth a total \$208m.,Politics
"OBL still untraced, says Pakistan Pakistan said Sunday it still has no information about the whereabouts of al-Qaida leader Osama bin Laden and his close associates.",Politics
"CORRECTED - Song and dance as land mine meeting opens in Kenya In Nairobi story headlined  quot;Song and dance as land mine meeting opens in Kenya quot; please read in 7th paragraph ... He said over 22,000 people were killed and maimed... instead of ...He said 2,000 people were killed and maimed...(corrects figure).",Politics
Spanish Leader Faces Grilling on Train Bombings (Reuters) Reuters - Jose Luis Rodriguez Zapatero will become\the first Spanish prime minister to be questioned by a\parliamentary commission on Monday when he gives his version of\events surrounding the Madrid train bombings.,Politics
"Bombings, Gun Attacks in India Kill 44 GAUHATI, India - In a shattering series of attacks, suspected separatists hit nine targets - a railroad station and eight markets - with bombs and gunfire across two states in northeastern India on Saturday, killing more than 40 people.    The violence was some of the deadliest to hit this ethnic patchwork region, where more than three dozen insurgent groups have been active - including one of Asia's longest running separatist conflicts, dating to shortly before India gained independence from Britain in 1947...",Politics
"Paris Hilton to Publish 198-Page Memoir NEW YORK - Paris Hilton is trying on a new outfit: a hard cover. The model-reality TV star is publishing a 198-page memoir, ""Confessions of an Heiress: A Tongue-in-Chic Peek Behind the Pose,"" (Fireside)...",Politics
Abu Ghraib and Guantanamo absent from US presidential campaign debate (AFP) AFP - The abuse of Iraqi prisoners at Abu Ghraib and detention without trial of terror suspects at Guantanamo Bay may still draw headlines in US newspapers but the subjects have been notably absent from the White House race.,Politics
Cash musical heading for Broadway A musical about the life and music of the late Johnny Cash called Ring of Fire is being created in the US.,Politics
No verdict in Afghan 'torture' trial A jury in a torture trial of an alleged Afghan warlord is discharged after failing to decide a verdict.,Politics
"Japan to stay in Iraq despite beheading TONY EASTLEY: The Japanese Government says it will continue its mission in Iraq, despite the beheading of one of its citizens. The troop deployment is unpopular in Japan, but surprisingly, the political fallout ",Politics
Japan Keeps Monetary Policy Unchanged (AP) AP - Japan's central bank decided Thursday to keep monetary policy unchanged to continue efforts to spur an economic recovery.,Politics
"Top-Ranked USC Holds Back Stanford 31-28 STANFORD, Calif. - In another harrowing trip to the Bay Area, Matt Leinart passed for 308 yards and LenDale White scored on a 2-yard run with 6:15 left, capping USC's comeback from an 11-point deficit for a 31-28 victory over Stanford on Saturday night...",Politics
"Iraq Minister Blasts Iran, Syria, Says Aid Zarqawi (Reuters) Reuters - Iraq's interim defense minister accused\neighbors Iran and Syria on Wednesday of aiding al Qaeda\Islamist Abu Musab al-Zarqawi and former agents of Saddam\Hussein to promote a ""terrorist"" insurgency in Iraq.",Politics
Russia blasts EU crisis statement Dutch Foreign Minister Bernard Bot tries to defuse a row over a EU statement on Russia's handling of the hostage crisis.,Politics
"Canada #39;s Liberals Try Anew to Decriminalize Marijuana OTTAWA, Nov. 1 -- Canada #39;s Liberal government reintroduced legislation Monday to decriminalize the possession of small amounts of marijuana, drawing criticism that this could prompt a clampdown at the US border.",Politics
"India, Pak officials discuss nuclear CBMs India and Pakistan on Tuesday held talks on nuclear confidence building measures aimed at reducing the risk of accidental war and promoting strategic stability.",Politics
"Who Governs the West Bank? Who Governs the West Bank? Palestinian Administration under Israeli Occupation,* the latest report from the International Crisis Group, examines that system, which faces its most acute crisis since the Oslo process was launched in 1993.",Politics
"Talks on Tibet Two years after the Tibetan government-in-exile renewed negotiations with China, after a full decade, on the question of Tibet, a delegation of the Dalai Lamas special envoys left for a tour of the Middle Kingdom on the weekend.",Politics
"Allawi Touts Iraq Progress, Thanks U.S. WASHINGTON - Offering a simple, ""Thank you America,"" Iraqi interim Prime Minister Ayad Allawi declared Thursday that his country is succeeding in its effort to move past the war that ousted Saddam Hussein.    In an appearance that President Bush's advisers hoped would ease American voters' doubts about the troubled campaign in Iraq, Allawi told a joint meeting of Congress that despite struggles and setbacks, ""the values of liberty and democracy"" are taking hold there...",Politics
"25 Terror Suspects Nabbed in Afghanistan KABUL, Afghanistan Oct. 2, 2004 - Afghan intelligence agents backed by international peacekeepers arrested 25 people allegedly linked to the Taliban and al-Qaida in an early morning raid in eastern Kabul Saturday, a spokesman for the peacekeepers said.",Politics
"Dow Closes Up 129 As Oil Prices Drop NEW YORK - A drop in oil prices and upbeat outlooks from Wal-Mart and Lowe's helped send stocks sharply higher Monday on Wall Street, with the swing exaggerated by thin late summer trading. The Dow Jones industrials surged nearly 130 points...",Politics
"The Changing Face Of Al-Qaeda In a series of apparently well-coordinated raids, British and Pakistani security forces arrested a number of terrorism suspects in early August. Some of the men arrested in the United Kingdom were charged with  quot;conspiring...to cause fear, panic, and ...",Politics
EU executive warns of fallout from Belarus vote The European Commission warned Tuesday that a vote in Belarus paving the way for autocratic President Alexander Lukashenko to retain power will damage the ex-Soviet republic #39;s relations with the EU.,Politics
"Bush Signs  #36;136B Corporate Tax Cut Bill (AP) AP - President Bush showered  #36;136 billion in new tax breaks on businesses, farmers and other groups Friday, quietly signing the most sweeping rewrite of corporate tax law in nearly two decades.",Politics
Indonesia Hunts Australian Embassy Bombers  JAKARTA (Reuters) - Indonesia hunted on Friday for the  people behind a car bomb attack that killed nine people outside  the Australian embassy and underlined the vulnerability of the  world's most populous Muslim nation to militant violence.,Politics
Hamas signals it wants a role in Palestinian vote The militant group is poised to sponsor candidates in legislative and municipal elections expected later next year.,Politics
Berlusconi knocked out by left in tackle by Blair (AFP) AFP - Prime Minister Tony Blair kicked his Italian host Silvio Berlusconi so hard on the left knee during a game of soccer earlier this month that the Italian premier had to have the injury scanned at a hospital near his vacation villa in Sardinia.,Politics
Sub tragedy may divert Martin's first major foreign tour as PM (Canadian Press) Canadian Press - OTTAWA (CP) - The tragic events aboard HMCS Chicoutimi may divert Paul Martin's first major foreign tour as prime minister.,Politics
"Russian Jury Convicts Scientist in Retrial A jury in Siberia found a Russian scientist guilty Friday of illegally passing documents to China, the latest ruling in a lengthy case in which the defendant was first acquitted, then ordered retried.",Politics
Seoul Asks Bush to Focus on N.Korea Nuclear Crisis  SEOUL (Reuters) - South Korean President Roh Moo-hyun  called newly re-elected President Bush and won his agreement  that ending the nuclear crisis involving the isolated communist  North should be a goal of his second term in office.,Politics
"Canada buries submariner, probes tragedy Canada buried a sailor this week who died in a submarine fire that naval officers say was poorly handled by the vessel #39;s skipper.",Politics
Bush regrets using the word 'crusade' in war on terror (AFP) AFP - US President George W. Bush expressed regret over using the word  quot;crusade quot; to describe the  quot;war on terror quot; he launched after the September 11 attacks by Al-Qaeda.,Politics
Anarchists Emerge as the Convention's Wild Card New York police consider self-described anarchists the unknown factor in whether the Republican convention demonstrations remain under control.,Politics
"Rwandan troops arrive in Darfur as president vows force to protect civilians (Canadian Press) Canadian Press - AL-FASHER, Sudan (AP) - Dozens of Rwandan soldiers arrived in Sudan's troubled Darfur region Sunday, the first foreign armed force deployed in the area since Arab militiamen began a rampage against black African farmers, killing thousands.",Politics
Confessions of a British diplomat Should an ambassador speak out over human rights even if this upsets his or her own government? The question has been posed by the dismissal from his post as British ambassador to Uzbekistan ,Politics
Indian minister hits out at textbook praising Hitler (AFP) AFP - An Indian minister said a school text-book used in the violence-prone western state of Gujarat portrayed Adolf Hitler as a role model.,Politics
"Hostage Takers Widen Demands Beyond Iraqi Affairs BAGHDAD, Aug 29 (AFP) - For the first time since the kidnappings of foreigners started in Iraq in April, hostage takers have set conditions external to the country by demanding that France lift a ban on Islamic headscarves in state schools.",Politics
"US claims on Iran  quot;undermined quot; by Iraq False warnings about Iraq #39;s nuclear capabilities have undermined similar US claims about the dangers of Iran #39;s activities, a former chief weapons inspector has said.",Politics
"Japan, US Sign Missile Defense Pact Japan and the United States have signed an agreement to encourage cooperation on developing a missile defense system. Japanese Defense Minister Yoshinori Ono signed a memorandum of understanding ",Politics
"EU Urges Iran to Heed UN Nuclear Freeze Demand  VIENNA (Reuters) - The European Union called on Iran Monday  to comply with the U.N. nuclear watchdog's demand that it  suspend all activities connected with uranium enrichment, a  process that can be used to develop atomic weapons.",Politics
"US, Iraqi forces clash with militants BAGHDAD, Iraq - American and Iraqi troops clashed with insurgents north of Baghdad on Saturday, killing two militants and injuring three Iraqi National Guards, the US military said.",Politics
OECD Report Boosts Turkey's EU Case (AP) AP - Turkish Prime Minister Recep Tayyip Erdogan made the most of an upbeat economic report on his country to press its case for membership in the European Union.,Politics
"Straw welcomes Israeli poll pledge The foreign secretary, Jack Straw, today welcomed Israel #39;s announcement that it would allow international observers to monitor forthcoming Palestinian presidential elections.",Politics
"Syria, the region and Lebanons presidential election The presidential election process in Lebanon has finally been put on track after much speculation regarding an amendment to the Constitution in order to give President Emile Lahoud another term.",Politics
"Red Sea hotel blast leaves at least seven wounded: Israeli medics (AFP) AFP - An explosion at a hotel in Egypt's Red Sea resort of Taba neighbouring Israel left several casualties, Israeli police and medical sources said.",Politics
"Iran  quot;will never end quot; nuclear programme Iran #39;s foreign minister says that Tehran will never fully dismantle its nuclear capabilities, also voicing the country #39;s concerns about the threat of a pre-emptive strike by Washington.",Politics
New pension law makes life tougher for old-timers A smashing blow is being dealt to thousands of future pensioners by a law that has just been brought into force by the Federal Government.,Politics
Burma army intelligence  #39;purged #39; A Burmese opposition group says there has been a purge of high-ranking military intelligence officials since the departure of the ex-prime minister.,Politics
"Six Shot Dead in New Northeast India Violence (Reuters) Reuters - Suspected tribal rebels stormed\a remote village in India's northeast on Monday and shot dead\six people, police said, raising to 62 the death toll in a new\wave of violence that erupted in the region at the weekend.",Politics
"World Leaders Issue Praise for Powell (AP) AP - World leaders saluted Secretary of State Colin Powell on Monday, with some expressing regret at the departure of a figure who had sought international consensus through his multilateralist views. All said they hoped for constructive ties with his successor.",Politics
"Jiabao Vows to Support Russia for WTO (AP) AP - Visiting Chinese Prime Minister Wen Jiabao promised support Friday for Moscow's bid for World Trade Organization membership, as the two countries discussed building a pipeline to transport Russian crude to China.",Politics
"Radical Muslim cleric wanted in US to be charged in Britain  LONDON -- Britain will charge radical Muslim cleric Abu Hamza al-Masri with terrorism offenses, sources said yesterday, stalling US attempts to extradite him over a 1998 hostage-taking in Yemen and links to Al Qaeda.",Politics
"Car Bomb Blast Near Allawi HQ in Baghdad Kills 2  BAGHDAD, Iraq (Reuters) - A suicide car bomber targeted a  police checkpoint on a road leading to the headquarters of  Iraqi Prime Minister Iyad Allawi's party in western Baghdad on  Monday, killing at least two people, officials and witnesses  said.",Politics
"Thatcher case postponed The case against Mark Thatcher, a British businessman who is being charged for allegedly bankrolling an alleged coup plot in Equatorial Guinea, has been postponed in the Wynberg Magistrate #39;s Court.",Politics
5 EU Countries Agree to Set Up Paramilitary Police Force Five European Union countries have signed an agreement creating an EU paramilitary force to assist in international peacekeeping missions.,Politics
"World ; Insurgents kill 23 Iraqis countrywide And later on Sunday, gunmen killed two National Guards and wounded four others in an attack near Latifiya, a town south of Baghdad that has seen persistent unrest, officials said.",Politics
"Former Indonesian intelligence chief says embassies in Jakarta are &lt;b&gt;...&lt;/b&gt; : Australian political and military figures had their telephones bugged by Indonesia during the diplomatic crisis over East Timor #39;s independence ballot in 1999, a former Indonesian intelligence chief said onSunday.",Politics
"Howard Grabs Victory in Australia Election SYDNEY, Australia - Prime Minister John Howard scored a convincing victory in Australia's federal election Saturday, winning a historic fourth term in a vote ensuring the staunch U.S. ally keeps its troops in Iraq...",Politics
Chirac Denies He Refused to See Iraq's Allawi (Reuters) Reuters - French President Jacques Chirac said\on Friday he had not refused to meet Iraqi interim Prime\Minister Iyad Allawi after reports he was snubbing the Iraqi\leader by leaving an EU meeting in Brussels early.,Politics
Anderlecht's Baseggio scores with burst ball (Reuters) Reuters - The ball burst on impact when midfielder Walter Baseggio scored Anderlecht's equaliser in their 2-1 home win\over La Louviere in the Belgian first division.,Politics
"Baghdad Bomb Leaves at Least 6 Dead, Iraqi Police Say (Update3) A car bomb exploded outside Iraq #39;s Education Ministry in Baghdad, killing at least six people, while in Fallujah, west of the capital, US air strikes hit insurgent targets, US and Iraqi officials said.",Politics
Child death inquiries set for change An independent inquiry is set to recommend sweeping changes to the way sudden infant deaths are investigated.,Politics
"Insecurity Cuts Off 360,000 of Darfur's Needy-WFP (Reuters) Reuters - About 360,000 needy people in\Sudan's Darfur region are out of reach of the World Food\Program because of fighting, officials said on Tuesday.",Politics
Earthquake in Japan kills 18 Strong aftershocks are still shaking northern Japan after the country #39;s deadliest earthquake in nine years killed at least 18 people.,Politics
Blast at hotel in Red Sea resort A possible gas explosion at a hotel on the border between Egypt and Israel causes several casualties.,Politics
Japan Navy Mobilized After Mystery Submarine Spotted  TOKYO (Reuters) - The Japanese navy was mobilized on  Wednesday for the first time in five years after an  unidentified submarine was spotted in waters off Japan.,Politics
UN nuclear watchdog hails Tripoli UN inspectors praise Libya for its co-operation in revealing details of its dismantled atomic weapons programme.,Politics
Palestinians prepare to vote Voter registration has begun throughout the Israeli-occupied Palestinian territories of the West Bank and Gaza Strip in preparation for possible general and local elections next year.,Politics
EU spells out Balkan entry terms The EU executive sets tough terms for Eastern European countries hoping to join in the coming years.,Politics
"China Urges US to Stop Selling Arms to Taiwan China Tuesday urged the United States to halt all official contact with Taiwan and to stop selling arms to the island, but made no comment on Taiwan President Chen Shui-bian #39;s recent peace overtures.",Politics
"Seoul, Washington Reaffirm Dedication to Resolving Nuclear &lt;b&gt;...&lt;/b&gt; President Roh Moo-hyun and US President George W. Bush vowed to press ahead with multilateral efforts to coax North Korea to give up its nuclear ambitions.",Politics
"Russia Treads Fine Line On Iranian Nuclear Issue At a press conference during his recent visit to Tehran, Russian Foreign Minister Sergei Lavrov said that Russia does not support the idea of referring Tehran #39;s nuclear case to the United ",Politics
"Scandal heats hot springs in Japan IKAHO, Japan -- For at least four centuries, the rust-colored waters that bubble out of the mountainside behind the Ikaho Shrine have been as good as gold to this little spa village. Shared by dozens of inns, the spring waters are among the most venerable in the country.",Politics
"Nigeria: Rebel talks continue Lagos - Nigeria #39;s President Olusegun Obasanjo will continue talks with rebels of the oil-rich Niger Delta in order to restore peace in the region, the presidential office said Sunday.",Politics
"Iran Says Will Bring Nuclear Standoff to a Head  VIENNA (Reuters) - Iran says it is determined an  international standoff over its nuclear programe should be  brought to a head in November, confident it can rebut U.S.  accusations of a secret bomb-making agenda.",Politics
"Japan's Wide Role in Afghanistan    Japan's Foreign Ministry spokesman,    Hatsuhisa Takashima , said here last week that his country had been active in the rebuilding of Afghanistan.",Politics
"Layton says he and Martin agree they must co-operate in House (Canadian Press) Canadian Press - OTTAWA (CP) - NDP Leader Jack Layton says he and Prime Minister Paul Martin agree they must co-operate to make Parliament work this fall. Layton and Conservative Leader Stephen Harper each met privately Monday with Martin, the same day the Liberals began their annual summer caucus.",Politics
"Macaulay Culkin Arrested on Drug Charges OKLAHOMA CITY - Former child star Macaulay Culkin was arrested on drug charges Friday during a traffic stop, authorities said.    The 24-year-old actor, best known for his role in the ""Home Alone"" movies, was taken into custody on complaints of possession of a controlled dangerous substance without a valid prescription and possession of marijuana, according to the Oklahoma County Sheriff's office...",Politics
"Winners and losers (USATODAY.com) USATODAY.com - Republicans were the clear winners Tuesday as President Bush won re-election and the party expanded its majorities in both the Senate and House of Representatives. Democrats emerged from the polls with a bad case of the ""blues"" and a mandate to figure out what went wrong.",Politics
"France Unveils World #39;s Tallest Bridge MILLAU, France -- French citizens and officials are celebrating a roadway bridge considered to be the world #39;s tallest. One of the Millau bridge #39;s pillars reaches more than 1,100 feet into the air, making it more than 50 feet taller than the Eiffel Tower.",Politics
"Palestinian woman shot dead in West Bank city Israeli troops patrolling the West Bank city of Nablus shot and killed a 19-year-old Palestinian woman Friday, witnesses and hospital officials said.",Politics
"India ready to consider Musharraf's proposals if made formally (AFP) AFP - India is ready to consider Pakistani President Pervez Musharraf's new proposals on disputed Kashmir if they are made formally through diplomatic channels, Foreign Minister Natwar Singh said.",Politics
"A mother's search for her children The island of Car Nicobar has been devastated by the tsunami, with around half its population unaccounted for, as the BBC's Jonathan Charles discovered.",Politics
"Compromises urged amid deadlock in Darfur talks ABUJA, Nigeria -- Peace talks on Sudan's violence-torn Darfur region are deadlocked, a mediator said yesterday, as the chief of the African Union appealed to the Sudanese government and rebels to compromise.",Politics
"Bribes cited in downing of Russian jets MOSCOW -- Two Chechen women suspected of blowing up Russian passenger jets last month were briefly detained by police before the flights but bribed at least one airline employee to get on the planes, media reports said yesterday.",Politics
"Iraqi Leaders Meet in Peace Effort BAGHDAD, Iraq - The U.S. military and Iraqi Shiite and tribal leaders held talks Sunday aimed a reducing tensions in the Baghdad's Sadr City slum, where 10 people died in fighting a day earlier between Shiite militiamen and U.S...",Politics
"Bush Tries to Help Break N.Irish Peace Deadlock (Reuters) Reuters - President Bush tried to help break a\deadlock in the Northern Ireland peace process on Friday,\telephoning Protestant leader Ian Paisley as negotiations\ground on in London and Belfast.",Politics
"UN: Violence in Darfur, Chad camps United Nations officials report security breaches in internally displaced people and refugee camps in Sudan #39;s embattled Darfur region and neighboring Chad.",Politics
"Chinese leader to visit Havana for communist summit (AFP) AFP - Fidel Castro will Monday receive Chinese President Hu Jintao in Havana, a meeting between an aged leader clinging to his communist ideology and a younger one who has tried to reduce the party's profile.",Politics
"Aid Groups Worry About Fallujah Citizens (AP) AP - The Red Cross and other international aid organizations have not been able to enter the conflict zone in Fallujah in more than a week of fighting, the agency said Monday, as concern spread about the civilians trapped inside the embattled Iraqi city.",Politics
"Floods Recede in Philippines Helicopters delivered food to survivors and picked up the sick and injured on Friday as flash floods began to recede. More than 650 people were killed and nearly 400 are missing in the disaster, which was triggered by back-to-back storms.",Politics
"Paraguay Clashes Leave 1 Dead, 20 Hurt Clashes between landless farmworkers and Paraguayan security forces left a police officer dead and 20 other people injured in a resurgence of violence that has rattled Paraguay's government.",Politics
"U.S. Keeps 11 Guantanamo Detainees Jailed (AP) AP - A U.S. military review panel at Guantanamo Bay, Cuba, ordered 11 detainees to remain held as ""enemy combatants,"" an official said Tuesday.",Politics
"Cyprus wants Turkish  #39;normalisation #39; move by next March: FM BRUSSELS, Dec 13 (AFP) - Cyprus wants Turkey to demonstrate willingness to normalize its relations with the Cypriot government before an EU summit next March, Cypriot Foreign Minister George Iacovou said Monday.",Politics
"Small School's Script Tries to Transform Studies As educators look for ways to move to smaller high schools, Manhattan Theater Lab is starting out with just over 100 freshmen.",Politics
"Car Bombs in Iraq Kill 21, Wound More Than 100 A series of car bomb blasts tore through Baghdad and the northern Iraq city of Mosul on Monday, killing at least 21 people and wounding scores.",Politics
"Man threatens to run over Katherine Harris, of 2000 Florida fiasco fame (AFP) AFP - Police arrested a man who threatened to run over US Representative Katherine Harris, the former Florida Secretary of State blamed by critics for much of the 2000 presidential election debacle.",Politics
"Howard #39;s anti terror teams rejected Malaysia has hit out at Australian plans to base counter-terrorism teams in Southeast Asia, saying it #39;s capable of dealing with any terrorism threat on its own.",Politics
"Serb general faces Hague tribunal A Bosnian Serb general indicted for war crimes is to be transferred to The Hague, the chief UN war crimes prosecutor says.",Politics
"Abbas Escapes Gunfire, Palestinians to Vote Jan. 9  GAZA (Reuters) - Yasser Arafat's interim successor escaped  injury in a Gaza gunfight triggered by hostile militants on  Sunday as Palestinian officials set Jan. 9 for elections to  replace the late president and avert a feared power vacuum.",Politics
"Insurgents hunted down to border stronghold in US-led fightback US-LED forces attacked two Iraqi rebel strongholds yesterday, killing nearly two dozen insurgents in a town near the Syrian border and bombing targets in Fallujah for a third day.",Politics
"U.S. Commander in Iraq Faulted Supply Chain --Report  WASHINGTON (Reuters) - The former top U.S. commander in  Iraq complained last winter to the Pentagon that a poor supply  situation was threatening the Army's ability to fight, The  Washington Post reported on its Web site on Sunday.",Politics
"Congress Sends Bush Tax Cut Bill, Victory WASHINGTON - Legislation extending three popular middle-class tax cuts for the rest of the decade sailed through Congress by lopsided votes in both the House and Senate, giving President Bush a major legislative victory on his signature economic issue, tax relief.    Many Democrats complained during debate Thursday that the majority Republicans who control Congress should have offset the lost revenue to keep the nation's soaring deficits from getting worse...",Politics
Gay Rights Activists Reassess Strategy (AP) AP - The ritual was replayed from Boston to San Francisco: Exuberant gay couples sharing marriage vows and slices of wedding cake.,Politics
"Iran rejects IAEA nuclear demands, says ready for confrontation or &lt;b&gt;...&lt;/b&gt; TEHRAN (AFP) - Iranian officials said they will not bow to international demands for Tehran to suspend its controversial uranium enrichment activities, saying they were ready for confrontation or negotiation.",Politics
"Zarqawi aide 'dies in air strike' An aide to Jordanian militant Abu Musab al-Zarqawi has been killed in an air strike in Iraq, the US military says.",Politics
"Iran #39;s cat and mouse game The Board of Governors of the International Atomic Energy Agency began a series of meetings yesterday in Vienna. The meetings, set to continue until the end of the week, will focus on Iran #39;s nuclear program.",Politics
"Bosnian Serb War-Crimes Suspect Surrenders (AP) AP - A Bosnian Serb war-crimes suspect accused of genocide in the 1995 massacre of up to 8,000 Muslim men and boys surrendered Saturday, the government said.",Politics
"U.S. OKs Status of 10 Guantanamo Prisoners GUANTANAMO BAY NAVAL BASE, Cuba - U.S. military review panels have decided not to release 10 Guantanamo Bay detainees, concluding they were properly classified as ""enemy combatants,"" a military official said Saturday...",Politics
"US faces criticism in British government human rights report LONDON : The United States faced rare criticism over human rights from close ally Britain, with an official British government report taking Washington to task over concerns about Iraq and the Guantanamo Bay jail.",Politics
"Militants Release 26 Hostages in Russia MOSCOW - Militants released 26 women and children Thursday from the school in southern Russia where they are holding more than 350 hostages, the rescue operation's headquarters said.    Lev Dzugayev, an aide to the North Ossetian president, announced the release of three women and three infants...",Politics
MAFIA ARRESTS AFTER NAPLES RAIDS More than 50 Mafia suspects have been arrested in the southern Italian port-city of Naples after dawn raids carried out by hundreds of police and paramilitary Carabinieri forces.,Politics
Barrot overshadows new EU executive French transport commissioner Jacques Barrot is under pressure to explain to MEPs why he did not mention his involvement in a French political party funding scandal.,Politics
"Dutch Launch International Hunt for Syrian Suspect  AMSTERDAM (Reuters) - Dutch authorities have launched an  international hunt for a Syrian man they believe is the leader  of a radical Muslim network, prosecutors said on Friday.",Politics
"Russia, China Hold Trade, Anti-Terrorism Talks Russian President Vladimir Putin and China #39;s prime minister, Wen Jiabao, have met in Moscow for talks on trade and the fight against terrorism.",Politics
New blast hits Iraq Green Zone A car bomb explodes at a US checkpoint in Baghdad -  a day after an almost identical attack there killed seven.,Politics
"Poll: Optimism, Fatah support on the rise among Palestinians Rising prospects for Palestinian-Israeli peace are marginalizing the Hamas movement, responsible for numerous suicide bombings and other attacks on Israelis, according to a Palestinian poll.",Politics
U.S. Had Stormy Relationship With Arafat (AP) AP - More than two years ago President Bush cut off all U.S. contact with Yasser Arafat as a failed and corrupt leader. But Bush did not retract his pledge to help the Palestinians achieve statehood.,Politics
Israel's Sharon Confronts Party Rebels Before Vote  TEL AVIV (Reuters) - Prime Minister Ariel Sharon confronted  Likud party rebels with a pledge to put the good of Israel  first Wednesday as he battled to avoid an embarrassing defeat  over his Gaza pullout plan.,Politics
