text,topic
"Radio operators OK rules on Net over power lines For critics of power-line broadband access, new FCC rules mean ""the glass is both half-full and half-empty.""",Science and Technology
"News: SP2 Fights Worms, Has Bugs After a rough couple of years of embarrassing and serious hacker attacks hitting the Windows-using world, Microsoft Corp. struck back in August with the\security-minded upgrade it dubbed Service Pack 2.\",Science and Technology
"PeopleSoft in a Corner After Decision (AP) AP - After defiantly warding off rival Oracle Corp.'s  #36;7.7 billion hostile takeover for 15 months, business software maker PeopleSoft Inc. finds itself backed into a corner, with its best chances for escape tied to forces beyond its control.",Science and Technology
Ramjet aims at record Mach 10 speed NASA will attempt to set the world speed record for an air-intake engine tomorrow. The X-43A Hyper-X is a supersonic ramjet that may lead to more efficient launch vehicles and missiles in the future.,Science and Technology
"Photo 1 of 3: New designs for iPod? U2 lead singer Bono, who appeared in a previous Apple TV ad, will join CEO Steve Jobs onstage Oct. 26.",Science and Technology
"Intel unveils latest mobile chip Intel today launched its latest mobile Pentium chip designed for use in high-end desktop replacement laptops. The Pentium 4M 548 runs at 3.33GHz with 1MB Level 2 cache, and is built around Intel #39;s latest 90nanometre technology.",Science and Technology
"Grass-Roots Politics With Click of a Mouse As the election season reaches its peak, Silicon Valley is trying to change politics by harnessing the Internet's ability to take advantage of and grow social networks from the bottom up. &lt;br&gt;&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",Science and Technology
"Security firm hires writer of worms (SiliconValley.com) SiliconValley.com - Here's one way for a company to get noticed in the crowded world of Internet security: Hire someone whose r eacute;sum eacute; is topped off with a job title ""virus author.""",Science and Technology
Vendease gets $3.2M to help hotels and restaurants buy food supplies in Africa,Science and Technology
"Intel looks to clarify strategy, execution Intel Corp. will look to a multicore future during the Fall Intel Developer Forum (IDF) in San Francisco next week as it tries to leave behind a tumultuous year plagued by product delays and road map revisions.",Science and Technology
"Dangerous Days on the World Wild Web Netizens often like to compare the settlement of the Internet with that of the American West. The explorers charted new territory, observes product developer Chad Harrington of Zone Labs, a San Francisco-based ",Science and Technology
"Microsoft tweaks volume-licensing program Among other changes, the software giant has established a Web site designed to make it easier to understand what the program's rules are.",Science and Technology
"Benefits Seen in Earth Observation Data WASHINGTON Aug. 17, 2004  Scientists are planning to take the pulse of the planet and more in an effort to improve weather forecasts, predict energy needs months in advance, anticipate disease outbreaks and even tell fishermen where the catch will be ...",Science and Technology
"Someone Hacked Into Purdue's Computers (AP) AP - Someone gained unauthorized access to Purdue's computer network, prompting school officials to urge all students, staff and faculty to change their passwords.",Science and Technology
"Dell launches Axim X50 and X50v Dell has upgraded its X30 with the X50 range of handhelds with three new models. The new Axim handheld computers offer Intel XScale Processors up to 624MHz, integrated Wi-Fi 802.",Science and Technology
"HP Shows New Inkjet, Laser Printers At TechXNY this week, Hewlett-Packard reminded business users that it is still an active innovator in printers and imaging devices.",Science and Technology
"Almost Half of Video Gamers Cutting TV Use --Study  LOS ANGELES (Reuters) - Nearly half of video game players  watched less television last year or plan to cut their viewing  time this year, according to a report issued on Thursday that  lends credence to industry fears that young men are switching  off the tube.",Science and Technology
"U.S. Makes Spy Images Inside U.S. In the name of homeland security, a little known branch of the Defense Department -- the National Geospatial-Intelligence Agency, or America's spy imagery agency -- is keeping a close eye on the United States.",Science and Technology
"Gene Tweaking Turns Couch Potato Mice Into Racers Altering a single gene turned ordinary mice into marathon racers that could run for hours and eat huge amounts of food without getting fat, a team of researchers reported on Monday.",Science and Technology
"Motorola Tests M-Commerce Motorola and MasterCard want to prove that reducing the fumble factor can save merchants money. Phones equipped with PayPass, MasterCard #39;s contactless payment service, are expected to go through rigorous testing ",Science and Technology
"NASA Cassini Significant Events for 10/28/04 - 11/04/04 The most recent spacecraft telemetry was acquired from the Goldstone tracking station on Wednesday, November 3. The Cassini spacecraft is in an excellent state of health and is operating normally.",Science and Technology
"UK creates new numbers for Internet phone users A new batch of phone numbers will be assigned in Britain to accommodate the emerging market for cheap phone calls over the Internet, the UK #39;s media and telecoms regulator said on Monday.",Science and Technology
"Anything But Microsoft Retail Store Pushes Linux, Open Source (TechWeb) TechWeb - The Linux and open source software movement has an ambitious retail store, and it is offering a low-cost, lightweight laptop that is devoid of Microsoft software.",Science and Technology
"Enter your e-mail: Lycos Europe has found an attractive, but controversial, way to generate buzz about its business - give common folk the power to attack spammers.",Science and Technology
IBM Puts Security at Your Fingertips (PC World) PC World - ThinkPad T42 series notebooks now feature an embedded fingerprint reader.,Science and Technology
Name of Accountability: Forefront prepares for warfare with movies about new multiplayer characters,Science and Technology
Gadget harvest Apple unveils its new ultra-thin G5 iMac while Logitech readies the first laser mouse. Also: HP's holiday offerings.,Science and Technology
Clash Over Internet Sports Photos Britains big football leagues and daily newspapers are circling each other in a showdown over game photos on Internet sites.,Science and Technology
"P2P for cell phones: Reach out and share something Next year, wireless operators will debut ways to share a favorite ring tone. But don't expect a Napster free-for-all.",Science and Technology
Microsoft revamps Sender ID Microsoft has revised its anti-spam specification Sender ID following the spec #39;s near-death in the technical community. The software giant said Monday that it has rewritten Sender ID -- a specification for ,Science and Technology
"Microsoft Sues Alleged Software Pirates As part of its fight against software piracy, Microsoft has filed lawsuits against eight resellers for allegedly buying and selling fake and used Certificate of Authenticity labels, the company says.",Science and Technology
"Walking a Bit More May Help Keep Weight Off By JOSEPH B. VERRENGIA    DENVER (AP) -- A year ago, Dr...",Science and Technology
"Sky is the limit, says Nasa #39;s  #39;scramjet #39; team Los Angeles - In March, Nasa launched an experimental jet that reached a record-setting speed of about 8 050km/h. Now researchers want to leave that milestone in the dust.",Science and Technology
"Infocus: Examining a Public Exploit, Part 2 The purpose of this article is to analyze a public exploit in a lab environment, see the alerts generated by an intrusion detection system, and then do some packet analysis of the malicious binary in order to better understand what it does and how you may have been compromised. Part 2 of 2.",Science and Technology
"Enigmatic deep-space object may have a hot secret A giant rock spotted on the fringes of the Solar System has frozen water crystals on its surface, an intriguing discovery that suggests it may harbour volcanic activity, a study says.",Science and Technology
Tiny L.E.D.'s Grow Into Mighty Theatrical Lights Lamina Ceramics plans to introduce a light- emitting diode array with heat-reduction tech- nology that allows it to be as bright as a theatrical light without a meltdown.,Science and Technology
"Tiger Telematics Plans Business Smartphone (NewsFactor) NewsFactor - Tiger Telematics, the U.S. developer of the Gizmondo mobile gaming console, has announcd plans to enter the smartphone market in competition with Nokia, Sony Ericsson, PalmOne and RIM.",Science and Technology
"Intel shows chip roadmap Intel has disclosed new technologies that will feature in its chips in the next few years. The firm demonstrated a dual-core version of its Itanium 64bit processor, and announced plans for a new management ",Science and Technology
"Post-Election Blues, Driven Ever FWD Into the Past Forty-eight percent of the nation is still sad and upset about the defeat of John Kerry, and you know so because they won't stop forwarding the same few links, cartoons and manifestoes to you, over and over again, as if it were 1998 and the Web were still new and you cheerfully opened every e-mail you received.",Science and Technology
"GEICO Gets Go-Ahead On Trademark Suit Against Google, Overture The judge in GEICO #39;s trademark infringement case against Google and Yahoo! #39;s Overture division has declined the defendants #39; motions to dismiss, effectively giving the go-ahead to a case with big implications for search engines #39; use of trademarks as ",Science and Technology
"Antispam screensaver downs two sites in China Lycos Europe #39;s  quot;Make love not spam quot; campaign has killed access to some of the Web sites of its target alleged spammers, Netcraft has found.",Science and Technology
Has NASA discovered the first exoplanet outside Milky Way? - EastMojo,Science and Technology
"'Drug Train' Takes Americans to Canada for Pills VANCOUVER, British Columbia (AP) -- Carla Coco-Boutte stepped off the train for a brief Canadian excursion, but she wasn't looking for typical souvenirs such as aboriginal carvings or smoked salmon. The 51-year-old former airline employee planned to return to her home in Santa Barbara, Calif., with an armload of prescription drugs she bought at a fraction of what she would pay at home...",Science and Technology
"15-inch PowerBook G4 Battery Exchange Apple is voluntarily recalling certain lithium ion rechargeable batteries that were sold worldwide from January 2004 through August 2004 for use with 15-inch PowerBook G4 (Aluminum) notebook computers. The affected batteries could overheat, posing a fire hazard. Aug 19",Science and Technology
Russia is Fourth Country for Windows XP Starter Edition Microsoft this week announced that it #39;s expanding its Windows XP Starter Edition into Russia. The company said that it hopes to get the software to PC OEMs in Russia and the Commonwealth of Independent States by early 2005.,Science and Technology
Scientists Fear Malaysian Sea Turtles Threatened Scientists warn that the Malaysian populations of several species of sea turtles are on the brink of collapse and could disappear without urgent action to eliminate poaching and other dangers. ,Science and Technology
"Microsoft partners with Shopify to bring merchant listings to Bing, Edge and Microsoft Star",Science and Technology
Life-Swapping Scenarios for Earth and Mars (SPACE.com) SPACE.com - Evidence is mounting that \  the time-weathered red planet was once a warm and water-rich world. And a Mars \  awash with water gives rise to that globe possibly being fit for habitation \  in its past - and perhaps a distant dwelling for life today.,Science and Technology
"Spreading The Gospel of Firefox Three days after the preview release of Firefox 1.0 and more than 720,000 downloads later, the Mozilla Foundation is moving to a new phase in its online campaign to build more market share.",Science and Technology
Judge Rejects Maryland Spam Law A Montgomery County judge has ruled that Maryland's anti-spam law -- one of the first attempts to control junk e-mail advertising -- is unconstitutional because it seeks to regulate commerce outside the state's borders.,Science and Technology
"Hollywood Asks Top Court to Weigh File Trading  WASHINGTON (Reuters) - Movie studios and record labels on  Friday asked the U.S. Supreme Court to overturn a ruling that  Internet ""peer to peer"" networks cannot be held liable when  their users copy music and movies without permission.",Science and Technology
Airbus Ventures invests in Tokyo-based ispace,Science and Technology
UN to help tackle Iraq pollution The United Nations Environment Programme (Unep) has said it will help Iraq clean up the toxic pollution caused by a decade of conflict.,Science and Technology
"Qualcomm, Microsoft team on streaming media Qualcomm, a maker of chips for cell phones, said Thursday that it plans to integrate Microsoft Windows media technology into many of its chips, a move that #39;s expected to be a boon for both wireless streaming services and for Microsoft, which has been ",Science and Technology
Ohio Scientists Develop Armor for Humvees The military is ordering more lightweight armor developed in Ohio that protects troops in Humvees from automatic weapons fire and grenades without slowing the vehicles. Unarmored Humvees have become targets in the war in Iraq.,Science and Technology
Moveon.org subscriber-data leaked through search Subscribers to Moveon.org #39;s mailing lists may have found their interest in the anti-Bush political site a matter of public record.,Science and Technology
"Report: Four sentenced to jail in China for porn Four Chinese men have been sentenced to up to two and a half years in jail as punishment for operating a pornographic Web site, the country #39;s official English-language newspaper reported Friday.",Science and Technology
China says it has launched a space debris mitigation tech demo satellite,Science and Technology
"These Traffic Numbers Are Real Tens of thousands of web publishers are too small to show up on industry-standard traffic reports, so they can't attract advertisers. But I/Pro, a small traffic-auditing firm, says it can change all that. Commentary by Adam L. Penenberg.",Science and Technology
"MIT Researchers Work to Power Computers With Spinach Researchers at the Massachusetts Institute of Technology say they have used spinach to harness a plant's ability to convert sunlight into energy for the first time, creating a device that may one day power laptops, mobile phones and more.",Science and Technology
"Groups Fight US Plan to Kill Prairie Dogs Eight conservation groups are fighting the US government over a plan to poison thousands of prairie dogs in the grasslands of South Dakota, saying wildlife should not take a backseat to ranching interests.",Science and Technology
"Climate Change Impact? Look in Your Backyard (Reuters) Reuters - To witness the impact\of a warming planet, one need not make a costly trip to the\melting Arctic ice cap. Proof of climate change is right there\in most people's backyards, scientists said on Tuesday.",Science and Technology
New Google Service May Strain Old Ties in Bookselling Allowing consumers to search the content of books online could shift the balance of power between companies that produce books and those that sell them.,Science and Technology
"Group: Species Harming Lakes' Food Web (AP) AP - Invasive species appear to be killing off crucial segments of the Great Lakes food web, from large predator fish to tiny freshwater shrimp, an environmental group said Thursday.",Science and Technology
"Photo: Hewlett-Packard's Integrity rx4640 server Hewlett-Packard's Integrity rx4640 server is available with Intel's new Itanium 2 processor, which has 9MB of high-speed cache memory.",Science and Technology
"Mexican Officials Promote 'Silicon Border' As soon as next year, Mexico plans to break ground on a 15-square-mile science park in Mexicali just south of the U.S. border, Mexican officials said.&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/b&gt;&lt;/font&gt;",Science and Technology
Source: Movie industry to sue computer users LOS ANGELES A source says Hollywood movie studios are preparing to sue computer users they say are illegally distributing movies online.,Science and Technology
Recording of Digital Broadcasts Is New Frontier Technologies that let people record satellite and Internet radio broadcasts digitally are opening a new front in the recording industry's war on music piracy.,Science and Technology
"Lycos Screensaver Battles Spam Websites Internet portal Lycos has designed a new type of screensaver, one which constantly requests data from sites that sell items featured in spam emails.",Science and Technology
"Simulation, War's New Teacher Will Interactive is part of a prospering crop of Washington area firms trying to sell interactive training and simulation technologies to the military.&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-Ellen McCarthy&lt;/b&gt;&lt;/font&gt;",Science and Technology
"Yahoo!, Microsoft extend deal Web portal signs extension to provide paid searches to Microsoft as it builds its own service. NEW YORK (Reuters) - Yahoo! Inc. said Thursday it agreed to provide paid search services to Microsoft Corp.",Science and Technology
"The Post-Merger Pervasive (TechWeb) TechWeb - With more native drivers than ever, Pervasive Software's data integration suite packs a punch.",Science and Technology
"Javalobby removes Java specs at Suns request Javalobby, an online community of Java developers, has removed from its new JDocs documentation Web site several vital Java APIs at the request of Java founder Sun Microsystems, an official with Javalobby said on Friday.",Science and Technology
"Free Software Day Around The World depechemodem writes  quot;In a follow-up to Microsoft Leaves UN Standards Group, it appears that it may have been in reaction to the UN #39;s sponsorship of the 1st annual software Freedom Day in which its International Open Source Network (IOSN) will educate ",Science and Technology
British scientists oppose clone ban British scientists were backing Sunday a campaign to stop the United States from creating a worldwide ban on all types of human cloning.,Science and Technology
"IBM upgrades blade servers IBM will soon begin shipping upgraded models of its HS20 and JS20 blade servers, including a new SCSI option for the HS20 that will double the number of SCSI blades that users can fit into a single chassis.",Science and Technology
Hewlett-Packard goes Blu for DVDs PC buyers can look forward to DVDs with up to 10 times the storage they now have when Hewlett-Packard rolls out machines supporting next-generation DVD technologies next year.,Science and Technology
"Dj Vu: If It All Seems Familiar, There May Be a Reason New research has opened a promising window on the phenomenon of dj vu, providing both possible explanations for the sensation and novel ways to create and measure it.",Science and Technology
STK Grabs Storage Management Vendor Tape storage king StorageTek puts new pressure on the storage-management market with an acquisition. By Martin J. Garvey. Storage Technology Corp.,Science and Technology
"EMC Would Like This Dantz NEW YORK - EMC will announce today that it has closed on the acquisition of Dantz Development, a privately held company that it hopes will give it a toehold in the \$600 million spent by small to mid-size companies on data backup and recovery software.",Science and Technology
Chinese EV maker Xpeng launches flying car that can also operate on roads; plans for 2024 rollout,Science and Technology
"Kit Automates Holiday Lights It's a chore that can quickly chill the warmth of the holiday season: Trudging outside each winter night to unplug the lights, deflate the blowup snowman and shut off the rest of the outdoor extravaganza.",Science and Technology
"Google Sues AdSense Publisher over Click Fraud Google Sues AdSense Publisher over Click Fraud\\Google Inc. filed a lawsuit against one of its AdSense Online clients this week, claiming the company defrauded the search company by clicking on its own ads multiple times. The case, filed in Santa Clara County Court, also alleges that Houston, Texas-based Auctions Expert ...",Science and Technology
Study: Firms see mixed results in outsourcing Survey of U.S. and European companies finds that less than half consider outsourcing financial functions to be cost effective.,Science and Technology
"Microsoft releases desktop search beta Two months after Google opened up a whole new market with its desktop search tool, Microsoft has joined the party with the release of its own beta test version.",Science and Technology
"Ballmer: iPods packed with stolen tunes LONDON--Microsoft CEO Steve Ballmer, speaking to a gathering of reporters here, didn #39;t pass up the opportunity to take several digs at archrival Apple Computer.",Science and Technology
"Penn. Governor Signs Controversial Telecom Bill (Reuters) Reuters - Philadelphia will be able to go\ahead with plans to set up a city-wide wireless, high-speed\Internet network, but other Pennsylvania cities might not get\that chance under a new state law.",Science and Technology
" #39;Human Error #39; Crashed Britain #39;s DWP A software upgrade was inadvertently given to PCs not intended to receive it, which made payment processing systems at Britain #39;s Department for Work and Pensions stop working, EDS #39; investigation revealed.",Science and Technology
"Apple to use Toshiba chip next year Toshiba Corp, Japan #39;s second largest chipmaker, has agreed to start selling a type of semiconductor known as flash memory to Apple Computer Inc, maker of the best-selling iPod digital music player.",Science and Technology
Polish rejection may derail EU patent directive The future of the controversial European Union (E.U.) software patent directive was thrown into doubt Wednesday after the Polish government indicated it could no longer support the legislation in its current form.,Science and Technology
"Starbucks launches first of  quot;music bars quot; for CD burning SEATTLE, Washington, Oct 14 (AFP) - Coffee shop giant Starbucks said Thursday it was launching the first of its  quot;music bars quot; where customers can listen to digital recordings and burn their own CDs.",Science and Technology
"After a Multitude of Tests, an Answer From Grandmother's Memory While the pediatrician worried that Beth might have a childhood muscular disorder, a grandmother made a diagnosis.",Science and Technology
GTA: The Trilogy - Definitive Edition won't ship on single Switch cart,Science and Technology
Virgin launches digital music service British entrepreneur Richard Branson #39;s Virgin Group Ltd. became the latest company to throw its hat into the online music ring Monday by launching the Virgin Digital service.,Science and Technology
"Twist a Pen, Open a Lock Kryptonite's near-indestructible bike locks can be opened in seconds with a cheap plastic pen. This is pretty bad for Kryptonite: The same lock is widely used in vending machines, security panels and vehicle security products. By Leander Kahney.",Science and Technology
LG Chromebook might make its debut in a few months,Science and Technology
"When these guys go phishing, you #39;re the big one Hi. This is your bank. Please verify your account and check routing numbers by filling out this form. Your credit card company here.",Science and Technology
"EPCglobal: Users to get RFID progress update SEPTEMBER 28, 2004 (COMPUTERWORLD) - Corporate users facing mandates to adopt radio frequency identification technology will get a chance at this week #39;s EPCglobal US Fall Conference in Baltimore to gauge how much progress vendors, service providers ",Science and Technology
"AMD Ships New Mobile Athlon 64, 90-nm Processors Advanced Micro Devices on Tuesday said it has begun shipping a 3700 mobile Athlon 64 processor. The chip maker also confirmed it has started shipping processors on its 90-nanometer manufacturing process for revenue. ",Science and Technology
"Viruses Aimed at Microsoft Rise Sharply-Symantec (Reuters) Reuters - The number of new viruses and\worms aimed at Microsoft Corp.'s  ubiquitous Windows\operating system rose 400 percent between January and June from\the same year-earlier period, leading computer security company\Symantec said on Sunday.",Science and Technology
Internal Facebook documents highlight its moderation and misinformation issues,Science and Technology
"Microsoft introduces fingerprint recognition Microsoft on Wednesday unveiled nine new mice and keyboards, including the company #39;s first hardware products with fingerprint-recognition technology.",Science and Technology
Pilotless Jet Will Attempt Speed Record NASA plans to try to set a world speed record for jets with the flight of a pilotless vehicle that culminates a decades-long research program into hypersonic flight.,Science and Technology
"Review: A Flat Panel That's Also Deep (AP) AP - Three-dimensional movies at home, without the silly glasses, have been a science-fiction dream for at least as long as Dick Tracy's wristwatch cell phone and the household robot.",Science and Technology
"Noah's Cosmic Ark: Preserving DNA on the Moon (SPACE.com) SPACE.com - The complexity of life took \  billions of years to push and stretch and reshape the biological niche that \  is Earth. It would seem prudent  if one had the means  to save some portion \  of the blueprints of this majesty, so that the process would not have to start \  over from scratch in the event of a global cataclysm.",Science and Technology
Linux-based Software Platform for 3G Phones NEC Corporation and Panasonic Mobile announced that they have developed a Linux-based software platform for third-generation (3G) mobile phones.,Science and Technology
"Security Watch Letter: Inside the JPEG Virus The end of summer lull for viruses and worms continues. We #39;re still seeing new versions of RBots, and a new Bagle, but nothing with teeth.",Science and Technology
"Building a Global Phone If a technology currently in development pans out, one handset could work on multiple cellular networks.",Science and Technology
"Reach out and sneer: Dem radicals speak to the Red States &lt;strong&gt;Comment&lt;/strong&gt; No more Mr Nice Liberal, apparently...",Science and Technology
"State #39;s smog police map route to cleaner air Riding popular Gov. Arnold Schwarzenegger #39;s endorsement, state air quality regulators are expected to step up a campaign against global warming that could spark sticker-shock in auto showrooms over the next 10 years.",Science and Technology
UK launches 10m recycling effort The UK government launches a 10m multi-media advertising campaign to encourage the British public to recycle their waste.,Science and Technology
Moderna Says Its Covid Shot Generates ‘Strong’ Immune Response In Kids Aged 6-11,Science and Technology
"Dell blade server technology helps Isotrak create infrastructure &lt;b&gt;...&lt;/b&gt; Johannesburg, 22 November 2004 - Isotrak, a leading UK end-to-end logistics solutions provider (2), today announced the successful implementation of Dell PowerEdge blade server technology.",Science and Technology
"LCD price cuts on the rise due to oversupply Prices are expected to fall for 17 and 19 inch Liquid Crystal Display (LCD) TV panels based on Thin Film Technology (TFT), according to a report by Electronic News.",Science and Technology
We might have just seen our first exoplanet in another galaxy,Science and Technology
"Russian-US crew prepares for launch to international space station All three men heading to the international space station in a Russian-built Soyuz spacecraft this Thursday will be riding the tiny craft for the first time, breaking with 30 years of tradition.",Science and Technology
"Study discovers links to Bernard Williams' 40-year-old ""slosh"" hypothesis",Science and Technology
Hurricane Hammers Shuttle Program Winds and water wreak havoc on the Kennedy Space Center. The damage could delay space flights scheduled for next spring.,Science and Technology
Skype Puts VoIP on PDAs Internet telephony provider Skype Technologies has released a final version of its peer-to-peer (define) VoIP (define) software for Wi-Fi-enabled Pocket PC devices.,Science and Technology
"Kiln's 'ancestor' found in Greece Archaeologists have discovered the oldest clay ""fireplaces"" made by humans at a dig in southern Greece.",Science and Technology
"Vodafone UK launches SMS-from-PC software Mobile operator Vodafone UK has launched Vodafone Text Centre, a service that allows users to send and receive text messages from PCs.",Science and Technology
"IBM #39;s Palmisano Targets Hewlett-Packard Clients to Boost Sales International Business Machines Corp. #39;s sales probably rose 9 percent in the third quarter as Chief Executive Sam Palmisano won more server-computer orders, capitalizing on mistakes Hewlett-Packard Co.",Science and Technology
"Controversial Internet Game Recreates JFK Assassination The game designer, Scottish company Traffic, is also sponsoring a contest in which the person who most closely matches Oswald #39;s shots will win up to \$100,000, depending on how many people download the game.",Science and Technology
The greening of Ground Zero Skyscrapers that power themselves through wind and solar energy collected on their roofs are named in the winning designs in a competition aimed at creating a greener modern city.,Science and Technology
Ferrari Outsources F1 Engine Design Work (AP) AP - India's top software exporter Tata Consultancy Services announced Monday it has won a multimillion dollar deal with Italian sports car maker Ferrari to design Formula 1 engines.,Science and Technology
Campaigns Spending Little on Web Ads The presidential ad war online is beginning to look more like a skirmish.,Science and Technology
"2004 Virus Activity Collaborative and More Clever, Says Security &lt;b&gt;...&lt;/b&gt; The Netsky-P worm, which was first seen in March, accounted for almost a quarter of all virus incidents reported during 2004, says security firm Sophos, making it the hardest-hitting virus of the year.",Science and Technology
"Intel backtracks on offering chips for projection TVs now In another product postpone-ment, semiconductor giant Intel Corp said it won #39;t be offering a chip for projection TVs by the end of this year as it had announced earlier this year. ",Science and Technology
"Microsoft sets licensing policy for dual-core chips Microsoft Corp., world #39;s largest software maker, announced a new licensing policy for dual-core microprocessors from Intel and AMD.",Science and Technology
New company starts up a challenge to Google Google executives have long conceded that one of their great fears is to be overtaken by a more advanced Internet search technology.,Science and Technology
Sun to extend Multi-Platform Managed Services Sun Microsystems Inc. announced yesterday that it has entered into an agreement to acquire a small IT outsourcing company - SevenSpace.,Science and Technology
Law Must Respond to Internet Revolution CURRENTLY in South Africa a man is being prosecuted for having loaded a virus onto the Edgars computer network. The accused is a former employee of the organisation who had a labour dispute with his employer ,Science and Technology
"Nokia Launches Wireless Content Solution Finnish mobile giant Nokia has described its new Preminet solution, which it launched Monday (Oct. 25), as a  quot;major worldwide initiative.",Science and Technology
IETF Reportedly Rejects Sender ID Several Internet sources today reported that the Internet #39;s Internet Engineering Task Force (IETF) has officially turned thumbs down on the proposed Sender ID specification.,Science and Technology
"Titan #39;s Alien Thunder An anonymous reader writes  quot;What is not being reported much about the fascinating Huygens descent to the surface of Saturn #39;s largest moon, Titan, is its remarkable microphone.",Science and Technology
"Infineon Execs Plead Guilty to Price-Fixing Four Infineon (Quote, Chart) executives agreed to plead guilty to charges they conspired to fix prices in the computer memory sector, officials said Thursday.",Science and Technology
Sony Adds MP3 Support To NW-HD3 Someone at Sony has wisened up and decided to add MP3 support to their new NW-HD3 player slated for release in December.  quot;Sony is broadening support for the MP3 file format in its portable music player range.,Science and Technology
ITunes coming to Canada in November TORONTO (CP) -- Canadian music lovers who #39;ve been itching to get into the ITunes online music store will have the chance next month.,Science and Technology
Yahoo! makes a Musicmatch Internet company Yahoo! Inc. said Tuesday it will buy privately held music software company Musicmatch Inc. for about \$160 million in a bid to bolster its online music services.,Science and Technology
AirPods Pro 2 alleged first images just surfaced,Science and Technology
"PluggedIn: Lost? Your Phone Knows a Way Out (Reuters) Reuters - Back when everyone\believed the world was flat, people thought these rocky shores\on Spain's windswept ""coast of death"" were the end of the\world. In today's world, you only need a mobile phone to get\there ... and back.",Science and Technology
Linus Torvalds against EU patent directive They are asking the European Union Council to reject this proposal. They claim that software patent directive would be harmful to the European economy.,Science and Technology
"The Sites Before Christmas Internet retailers are figuring out what online shoppers really want and adding features to help, such as top-10 lists of hot sellers, gift picks by category and product ratings and reviews.",Science and Technology
"Apple's Photo Finish The new iPod Photo is surely cool, but it's Apple's new music deal with U2 that might set off big waves in the e-music business. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-washingtonpost.com&lt;/B&gt;&lt;/FONT&gt;",Science and Technology
"Firing may aid PeopleSoft in defending  #39;poison pill #39; Unceremoniously dumping CEO Craig Conway may help PeopleSoft Inc. successfully defend its  quot;poison pill quot; anti-takeover measures in court against would-be acquirer, Oracle Corp.",Science and Technology
"Internet bigwigs upbeat Some of the high-technology industry #39;s biggest executives, pontificators and bloggers assembled over three days this week in San Francisco, ending Thursday, to opine about the Web #39;s future.",Science and Technology
"Ancient ape #39;s bones unearthed in Spain Spanish researchers say they have found the remains of an extinct species of great ape that may have been the last ancestor humans shared with gorillas, chimpanzees and orangutans.",Science and Technology
The Metaverse Is The Internet,Science and Technology
"Scientists Find Prehistoric Dwarf Skeleton (AP) AP - In an astonishing discovery that could rewrite the history of human evolution, scientists say they have found the skeleton of a new human species, a dwarf, marooned for eons in a tropical Lost World while modern man rapidly colonized the rest of the planet.",Science and Technology
"New Study Finds Many US Home PCs Infected When technicians examined the PCs of 329 respondents, they found 80 percent loaded with dozens of spyware programs that track the user #39;s browsing habits.",Science and Technology
Calif. Nixes Tiger Salamander Protections (AP) AP - A split state wildlife commission rejected extra protections for the California tiger salamander for the second time Friday.,Science and Technology
"Dell Contemplates AMD Chip Offerings Since its release in early 2003, AMD #39;s Opteron server CPU has made great inroads almost everywhere... except with Dell. The CEO of Dell, Kevin Rollins, says that may very well be about to change, as the company ",Science and Technology
"MSN Music Store Adds to iTunes Competition MSN Music Store Adds to iTunes Competition \\Microsoft plas to release Windows Media Player 10 on Thursday alongside the highly anticipated MSN Music Store. WMP10 will be included in Windows XP Media Center Edition 2005 which finalized some time after SP2. According to Neowin,  Media Center 2005 is due ...",Science and Technology
"IBM buys Venetica Computer giant IBM Thursday acquired Venetica, a privately held company based in Charlotte, NC. The acquisition is expected to close in the fourth quarter.",Science and Technology
"Xbox Owner Sues Over Defective Disk Drives A video game fan upset over a failed disk drive in his Xbox video game console has sued Microsoft Corp. MSFT.O on behalf of all Xbox owners across the United States.. The suit, filed ",Science and Technology
RFID tags on medication introduced in US US regulators the Food and Drug Administration have released guidance for the attachment of RFID tags to drug packaging in order to  quot;insure that the drugs available in the United States are among the safest in the world.,Science and Technology
"Dell recalls nearly a million defective adapters The US Consumer Product Safety Commission has announced a voluntary recall of 990,000 AC adapters distributed by Round Rock-based Dell Inc.",Science and Technology
Come trasferire i backup di WhatsApp da Android ad iPhone con iCareFone for WhatsApp Transfer,Science and Technology
"Sun, Gingell Part Company Rob Gingell, until recently Sun Microsystems Inc. #39;s chief engineer and also a Sun fellow and vice president of the company, has severed his ties with Sun to join former colleagues at an up-and-coming technology company.",Science and Technology
"NASA loses week of relaunch effort to hurricane Disruptions caused by three powerful hurricanes have cost NASA at least a week in its effort to rebound from the Columbia accident with a March shuttle launching, members of an oversight task force said Thursday.",Science and Technology
Microsoft lifts the lid on SP2 SOFTWARE FIRM Microsoft has revealed how many fixes and updates are under the bonnet of its megapatch Windows XP Service Pack 2. ,Science and Technology
